"","id","name","year","val_1243","val_410642","measureUnitId_1243","measureName_1243","measureUnitId_410642","measureName_410642","attrId_1243","attributeDescription_1243","attrId_410642","attributeDescription_410642"
"1","042214209011","Malbork","1995",380947,NA,"26","osoba",NA,NA,1,"",NA,NA
"2","042214209011","Malbork","1996",445497,NA,"26","osoba",NA,NA,1,"",NA,NA
"3","042214209011","Malbork","1997",467778,NA,"26","osoba",NA,NA,1,"",NA,NA
"4","042214209011","Malbork","1998",480547,NA,"26","osoba",NA,NA,1,"",NA,NA
"5","042214209011","Malbork","1999",398634,NA,"26","osoba",NA,NA,1,"",NA,NA
"6","042214209011","Malbork","2000",410054,NA,"26","osoba",NA,NA,1,"",NA,NA
"7","042214209011","Malbork","2001",387178,NA,"26","osoba",NA,NA,1,"",NA,NA
"8","042214209011","Malbork","2002",412811,NA,"26","osoba",NA,NA,1,"",NA,NA
"9","042214209011","Malbork","2003",443232,115298.9,"26","osoba","26","osoba",1,"",1,""
"10","042214209011","Malbork","2004",451600,116551,"26","osoba","26","osoba",1,"",1,""
"11","042214209011","Malbork","2005",464411,120538.6,"26","osoba","26","osoba",1,"",1,""
"12","042214209011","Malbork","2006",452334,118115.2,"26","osoba","26","osoba",1,"",1,""
"13","042214209011","Malbork","2007",502953,131749.3,"26","osoba","26","osoba",1,"",1,""
"14","042214209011","Malbork","2008",460024,120639.9,"26","osoba","26","osoba",1,"",1,""
"15","042214209011","Malbork","2009",435158,113978.4,"26","osoba","26","osoba",1,"",1,""
"16","042214209011","Malbork","2010",416245,105643.3,"26","osoba","26","osoba",1,"",1,""
"17","042214209011","Malbork","2011",409572,104007.7,"26","osoba","26","osoba",1,"",1,""
"18","042214209011","Malbork","2012",404328,102927,"26","osoba","26","osoba",1,"",1,""
"19","042214209011","Malbork","2013",418305,106824.9,"26","osoba","26","osoba",1,"",1,""
"20","042214209011","Malbork","2014",462351,118642.8,"26","osoba","26","osoba",1,"",1,""
"21","042214209011","Malbork","2015",544421,139972,"26","osoba","26","osoba",1,"",1,""
"22","042214209011","Malbork","2016",609310,156655.1,"26","osoba","26","osoba",1,"",1,""
"23","042214209011","Malbork","2017",638963,164749.1,"26","osoba","26","osoba",1,"",1,""
"24","042214209011","Malbork","2018",741248,191596.4,"26","osoba","26","osoba",1,"",1,""
"25","042214209011","Malbork","2019",807701,209983.4,"26","osoba","26","osoba",1,"",1,""
"26","042214209011","Malbork","2020",320014,84394.1,"26","osoba","26","osoba",1,"",1,""
"27","042214209011","Malbork","2021",390422,103985,"26","osoba","26","osoba",1,"",1,""
"28","042214209011","Malbork","2022",635970,171162.1,"26","osoba","26","osoba",1,"",1,""
"29","042214209011","Malbork","2023",714074,193316.9,"26","osoba","26","osoba",1,"",1,""
"30","042214209023","Dzierzgoń","1995",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"31","042214209023","Dzierzgoń","1996",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"32","042214209023","Dzierzgoń","1997",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"33","042214209023","Dzierzgoń","1998",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"34","042214209023","Dzierzgoń","1999",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"35","042214209023","Dzierzgoń","2000",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"36","042214209023","Dzierzgoń","2001",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"37","042214209024","Dzierzgoń - miasto","1995",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"38","042214209024","Dzierzgoń - miasto","1996",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"39","042214209024","Dzierzgoń - miasto","1997",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"40","042214209024","Dzierzgoń - miasto","1998",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"41","042214209024","Dzierzgoń - miasto","1999",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"42","042214209024","Dzierzgoń - miasto","2000",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"43","042214209024","Dzierzgoń - miasto","2001",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"44","042214209025","Dzierzgoń - obszar wiejski","1995",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"45","042214209025","Dzierzgoń - obszar wiejski","1996",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"46","042214209025","Dzierzgoń - obszar wiejski","1997",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"47","042214209025","Dzierzgoń - obszar wiejski","1998",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"48","042214209025","Dzierzgoń - obszar wiejski","1999",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"49","042214209025","Dzierzgoń - obszar wiejski","2000",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"50","042214209025","Dzierzgoń - obszar wiejski","2001",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"51","042214209032","Lichnowy","1995",0,NA,"26","osoba",NA,NA,0,"",NA,NA
"52","042214209032","Lichnowy","1996",0,NA,"26","osoba",NA,NA,0,"",NA,NA
